"Case Id","Case Status","Products","No. ofMachines","No. ofEvents","Last Event","OpportunityTotal","Organization Name","Country","Website","CaseManager"
"2058007#5","Unqualified","CSiBridge, ETABS, SAFE, SAP2000","127","3,712","28-Feb-20","179,000","Spt","Viet Nam","www.spt.vn","Marc Luijten"
"685098#3","Unqualified","ETABS, SAFE, SAP2000","22","2,511","28-Feb-20","92,000","Alinco Ltd.","Viet Nam","alinco.com.vn","Marc Luijten"
"2073115#2","Unqualified","ETABS, SAFE, SAP2000","17","872","28-Feb-20","0","Ssghn","Viet Nam","www.ssghn.vn","Marc Luijten"
"396089#3","Unqualified","ETABS, SAFE, SAP2000","16","1,632","28-Feb-20","40,000","Sao Mai Group Corporation","Viet Nam","www.saomaigroup.com","Marc Luijten"
"674936#1","Unqualified","ETABS, SAFE, SAP2000","9","3,206","28-Feb-20","68,000","Athena Group Consultant Design","Viet Nam","www.athenagroup.com.vn","Marc Luijten"
"761754#1","Unqualified","ETABS, SAP2000","8","2,021","28-Feb-20","50,000","Spandesign","Viet Nam","www.span-design.com","Marc Luijten"
"531236#2","Unqualified","ETABS, SAFE, SAP2000","7","510","28-Feb-20","10,000","Da Nang Government","Viet Nam","www.danang.gov.vn","Marc Luijten"
"1916813#1","Unqualified","ETABS, SAP2000","6","770","28-Feb-20","60,000","Scgr","Viet Nam","www.scgr.com.vn","Marc Luijten"
"565343#2","Unqualified","ETABS, SAFE, SAP2000","6","235","28-Feb-20","16,000","Hung Thinh Corporation","Viet Nam","www.hungthinhcorp.com.vn","Marc Luijten"
"717731#1","Unqualified","ETABS, SAFE, SAP2000","5","550","28-Feb-20","10,000","Icci Kiểm Định","Viet Nam","www.icci.vn","Marc Luijten"
"948531#1","Unqualified","ETABS, SAFE, SAP2000","5","166","28-Feb-20","10,000","Vsip","Viet Nam","www.vsip.com.vn","Marc Luijten"
"423319#2","Unqualified","ETABS, SAFE, SAP2000","4","1,321","28-Feb-20","0","Can Tho Government","Viet Nam","www.cantho.gov.vn","Marc Luijten"
"713233#1","Unqualified","ETABS, SAFE, SAP2000","4","1,172","28-Feb-20","16,000","Công ty CP Tư vấn Thiết kế và Đầu tư Xây dựng BHD","Viet Nam","bhdjsc.com/","Marc Luijten"
"691221#1","Unqualified","ETABS, SAFE, SAP2000","4","329","28-Feb-20","6,000","Công Ty TNHH MTV Anh Minh Anh","Viet Nam","www.anhminhanh.vn","Marc Luijten"
"721984#2","Unqualified","Tekla Structural Designer, Tekla Structures","3","599","28-Feb-20","54,000","Sieu Chung Ky JSC","Viet Nam","www.sck.com.vn","William Gerrits"
"1159596#2","Unqualified","ETABS, SAFE, SAP2000","3","57","28-Feb-20","0","BIM GROUP","Viet Nam","www.bimgroup.com","Marc Luijten"
"224151#22","Unqualified","Maplesoft","3","6","28-Feb-20","2,400","Ho Chi Minh City University Of Technology","Viet Nam","www.hcmut.edu.vn/vi","Marc Luijten"
"271048#1","Unqualified","Tekla Structures","2","661","28-Feb-20","18,000","Agrimeco J.S.C","Viet Nam","-","William Gerrits"
"487619#2","Unqualified","ETABS, SAFE, SAP2000","2","619","28-Feb-20","20,000","Dung Tien Construction Co., Ltd.","Viet Nam","www.dungtien.com","Marc Luijten"
"1813816#1","Unqualified","ETABS","2","255","28-Feb-20","10,000","Hunggiacorp","Viet Nam","www.hunggiacorp.vn","Marc Luijten"
"1438081#1","Unqualified","ETABS, SAFE","2","179","28-Feb-20","0","Cty Tnhh Tm-Dv Tin Hoc Songtek","Viet Nam","-","Marc Luijten"
"1920049#1","Unqualified","ETABS, SAFE","2","138","28-Feb-20","16,000","Fujinami","Viet Nam","www.fujinami.vn","Marc Luijten"
"748517#1","Unqualified","ETABS, SAFE, SAP2000","2","137","28-Feb-20","0","Tantruongphat","Viet Nam","www.tantruongphat.com.vn","Marc Luijten"
"1095023#2","Unqualified","ETABS, SAFE, SAP2000","1","270","28-Feb-20","6,000","vietnamtourslotus.com","Viet Nam","www.tropicalspaceil.com","Marc Luijten"
"1204949#2","Unqualified","ETABS, SAFE, SAP2000","1","177","28-Feb-20","6,000","TieLabs","Viet Nam","www.ngoclong.org","Marc Luijten"
"1626277#2","Unqualified","Steel","1","155","28-Feb-20","6,501","Hbarchitects","Viet Nam","www.hbarchitects.vn","Chris Luijten"
"1922012#1","Unqualified","ETABS, SAFE, SAP2000","1","126","28-Feb-20","10,000","Công ty Cổ Phần Dịch Vụ Công Nghệ Sài Gòn","Viet Nam","www.hsevn.com.vn","Marc Luijten"
"1389529#3","Unqualified","ETABS, SAFE, SAP2000","1","110","28-Feb-20","16,000","Avajsc","Viet Nam","www.avajsc.co","Marc Luijten"
"536007#1","Unqualified","Concrete, Steel","1","102","28-Feb-20","6,501","Springhouse","Viet Nam","www.springhouse.com.vn","Chris Luijten"
"1434249#1","Unqualified","SAP2000","1","85","28-Feb-20","10,000","Sennebogen","Viet Nam","www.sennebogen.com.vn","Marc Luijten"
"567192#3","Unqualified","ETABS, SAP2000","1","69","28-Feb-20","10,000","Vitinhphongvu","Viet Nam","www.vitinhphongvu.com","Marc Luijten"
"687369#1","Unqualified","ETABS, SAP2000","1","62","28-Feb-20","10,000","Dpcint","Viet Nam","www.dpcint.com","Marc Luijten"
"1580397#2","Unqualified","ETABS, SAP2000","1","57","28-Feb-20","0","Tuvandongduong","Viet Nam","www.tuvandongduong.vn","Marc Luijten"
"2016789#1","Unqualified","ETABS","1","48","28-Feb-20","10,000","Cong ty Co Phan Tu van Thiet ke va Xay dung Nhan Viet","Viet Nam","www.nhanvietdn.com","Marc Luijten"
"1673065#2","Unqualified","SAP2000","1","38","28-Feb-20","10,000","DEEP C Industrial Zones","Viet Nam","www.dinhvu.com","Marc Luijten"
"1710165#2","Unqualified","ETABS","1","27","28-Feb-20","10,000","Becamex - Bình Phước","Viet Nam","www.becamexbinhphuoc.com.vn","Marc Luijten"
"731012#1","Unqualified","DIAdem, LabVIEW, LabVIEW Communications System Design Suite, LabVIEW FPGA, LabVIEW NXG, NI Requirements Gateway, TestStand, Vision Assistant, Vision Development Module","27","619","27-Feb-20","38,800","Tan Phat Automation JSC","Viet Nam","www.tpa.com.vn","Marc Luijten"
"887005#2","Unqualified","ETABS, SAFE, SAP2000","22","915","27-Feb-20","22,000","Aperia","Viet Nam","www.aperia.vn","Marc Luijten"
"911412#3","Unqualified","ETABS, SAFE, SAP2000","11","1,000","27-Feb-20","0","TPCOMS","Viet Nam","www.tpcoms.vn","Marc Luijten"
"252781#3","Unqualified","LabVIEW, LabVIEW FPGA, LabVIEW NXG, LabVIEW Real Time, TestStand","10","651","27-Feb-20","25,000","Proteus Vietnam Ltd.","Viet Nam","www.proteusvietnam.com","Marc Luijten"
"888925#3","Unqualified","ETABS, SAFE, SAP2000","7","963","27-Feb-20","30,000","Gbit","Viet Nam","www.gbit.vn","Marc Luijten"
"237415#1","Unqualified","Tekla Structures","7","724","27-Feb-20","18,000","TTJ Design & Engineering Pte. Ltd. Vietnam","Viet Nam","-","William Gerrits"
"1353931#1","Unqualified","ETABS, SAFE, SAP2000","5","882","27-Feb-20","30,000","Minh Tri Steel Structure JSC (Meizic Steel)","Viet Nam","-","Marc Luijten"
"447368#5","Unqualified","ETABS, SAFE, SAP2000","4","445","27-Feb-20","30,000","Demo","Viet Nam","www.demo.com","Marc Luijten"
"2155387#1","Unqualified","ETABS, SAP2000","4","82","27-Feb-20","10,000","Risingsun","Viet Nam","www.risingsun.com.vn","Marc Luijten"
"773301#1","Unqualified","ETABS, SAP2000","3","792","27-Feb-20","0","Công Ty Cp Đầu Tư & Tm Quốc Tế Huy Hoàng","Viet Nam","www.huyhoangiti.vn","Marc Luijten"
"1300858#1","Unqualified","ETABS, SAFE, SAP2000","3","318","27-Feb-20","20,000","Vietform","Viet Nam","www.vietform.vn","Marc Luijten"
"2013658#2","Unqualified","snpslmd, sssverify","3","251","27-Feb-20","200,000","Hust","Viet Nam","www.hust.org.vn","Chris Luijten"
"687762#5","Unqualified","Concrete, Steel","2","161","27-Feb-20","13,002","Ddcbd","Viet Nam","www.ddcbd.com","Chris Luijten"
"756463#1","Unqualified","ETABS, SAFE, SAP2000","2","117","27-Feb-20","10,000","Longlecons","Viet Nam","thegioinhaxuong.net/","Marc Luijten"
"2055627#2","Unqualified","LabVIEW","2","18","27-Feb-20","10,000","Công ty cổ phần Esystech","Viet Nam","www.esystechs.vn","Marc Luijten"
"1821056#3","Unqualified","LabVIEW, Measurement Studio, Vision Development Module","1","700","27-Feb-20","2,500","TVen","Viet Nam","www.tven.vn","Marc Luijten"
"972672#1","Unqualified","ETABS, SAFE, SAP2000","1","573","27-Feb-20","16,000","Hory","Viet Nam","www.hory.vn","Marc Luijten"
"1865789#1","Unqualified","LabVIEW","1","327","27-Feb-20","5,000","Cong Ty TNHH Thuong Mai Va Dich Vu Tang Minh Phat","Viet Nam","www.tmpvietnam.com","Marc Luijten"
"853977#1","Unqualified","SAP2000","1","322","27-Feb-20","0","Elxom","Viet Nam","www.elxom.com.vn","Marc Luijten"
"1541361#1","Unqualified","ETABS, SAFE, SAP2000","1","200","27-Feb-20","10,000","Cdmvietnam","Viet Nam","www.cdmvietnam.com","Marc Luijten"
"684831#1","Unqualified","ETABS, SAFE, SAP2000","1","172","27-Feb-20","10,000","Star Global Expert JSC","Viet Nam","starglobal.com.vn/","Marc Luijten"
"1671389#2","Unqualified","ETABS, SAFE","1","134","27-Feb-20","10,000","Contemi","Viet Nam","www.contemi.com.vn","Marc Luijten"
"1964613#1","Unqualified","ETABS, SAFE","1","126","27-Feb-20","6,000","Datnen","Viet Nam","-","Marc Luijten"
"2159627#1","Unqualified","ETABS, SAFE","1","123","27-Feb-20","10,000","Yahou","Viet Nam","www.yahou.com.vn","Marc Luijten"
"2122955#1","Unqualified","ETABS, SAFE, SAP2000","1","101","27-Feb-20","10,000","CÔNG TY TNHH DV & TM GÔ CO VI NA","Viet Nam","www.gocovina.com","Marc Luijten"
"314431#2","Unqualified","ETABS, SAFE, SAP2000","1","70","27-Feb-20","0","Structural Bim Solutions","Viet Nam","www.strucbimsol.vn","Chris Luijten"
"2029539#1","Unqualified","ETABS, SAFE, SAP2000","1","66","27-Feb-20","16,000","Ecu","Viet Nam","www.hcmut.ecu.vn","Marc Luijten"
"571179#2","Unqualified","ETABS, SAFE, SAP2000","1","64","27-Feb-20","0","Miczone Group","Viet Nam","www.miczone.vn","Marc Luijten"
"2001745#1","Unqualified","ETABS","1","57","27-Feb-20","10,000","Công Ty Cổ Phần Shienco","Viet Nam","www.shienco.com","Marc Luijten"
"895056#2","Unqualified","ETABS","1","52","27-Feb-20","10,000","Cong Ty Co Phan Chung Khoan Au Lac","Viet Nam","-","Marc Luijten"
"1050948#2","Unqualified","ETABS, SAFE, SAP2000","1","36","27-Feb-20","10,000","Bamboocap","Viet Nam","www.bamboocap.com.vn","Marc Luijten"
"2288810#1","Unqualified","LabVIEW, Vision Development Module","1","29","27-Feb-20","8,800","Dmco","Viet Nam","www.dmco.vn","Marc Luijten"
"978216#3","Unqualified","SAP2000","1","14","27-Feb-20","0","Hanelcom","Viet Nam","www.hanelcom.vn","Marc Luijten"
"1913334#2","Unqualified","ETABS","1","10","27-Feb-20","10,000","Cementys","Viet Nam","www.cementys.com","Marc Luijten"
"2069070#1","Unqualified","SAP2000","1","5","27-Feb-20","0","Công Ty CP ĐT XD CT Chuẩn A","Viet Nam","www.chuana.com.vn","Marc Luijten"
"683708#1","Unqualified","ETABS, SAFE","10","292","26-Feb-20","10,000","Phan Vu Investment Corporation","Viet Nam","www.phanvu.vn/","Nguyen Hong Quang"
"2124300#1","Unqualified","LabVIEW, NI Requirements Gateway, Vision Assistant, Vision Development Module","8","128","26-Feb-20","36,400","Baotonditich","Viet Nam","www.baotonditich.vn","Marc Luijten"
"717634#1","Unqualified","ETABS, SAFE, SAP2000","6","1,315","26-Feb-20","0","Campbell Shillinglaw & Partners (VN) Ltd","Viet Nam","www.csp-l.com","Marc Luijten"
"2184836#1","Unqualified","ETABS, SAFE","6","115","26-Feb-20","16,000","Vinaconsult","Viet Nam","www.vinaconsult.vn","Marc Luijten"
"974210#1","Unqualified","ETABS, SAFE, SAP2000","5","363","26-Feb-20","10,000","CDC Danang","Viet Nam","www.cdcdanang.com","Marc Luijten"
"1738181#1","Unqualified","ETABS, SAFE, SAP2000","4","148","26-Feb-20","6,000","DAC Project Management JSC","Viet Nam","www.dacvn.com.vn","Marc Luijten"
"1687147#1","Unqualified","ETABS, SAFE, SAP2000","4","148","26-Feb-20","0","Sàn dự ứng lực KAIKO","Viet Nam","www.kaiko.vn","Marc Luijten"
"239589#3","Unqualified","ProCAST, Visual Environment","4","54","26-Feb-20","300,000","Vietnam Htmp Mechanical Co., Ltd","Viet Nam","www.htmp.com.vn/","Chris Luijten"
"762425#1","Unqualified","ETABS, SAFE, SAP2000","3","722","26-Feb-20","20,000","Hoa Binh Corporation","Viet Nam","hbcr.vn","Marc Luijten"
"1902935#1","Unqualified","LabVIEW, LabVIEW NXG, Measurement Studio, Vision Development Module","3","147","26-Feb-20","15,000","Ttgroup","Viet Nam","www.tt-group.com.vn","Marc Luijten"
"780300#1","Unqualified","ETABS","3","114","26-Feb-20","10,000","Binhdoan11","Viet Nam","www.binhdoan11.vn","Marc Luijten"
"810998#1","Unqualified","ETABS","3","98","26-Feb-20","10,000","Kirby","Viet Nam","www.kirby.vn","Marc Luijten"
"1831720#1","Unqualified","Measurement Studio","2","2,567","26-Feb-20","5,000","Qvdfood","Viet Nam","www.qvdfood.com","Marc Luijten"
"801558#1","Unqualified","ETABS, SAFE, SAP2000","2","543","26-Feb-20","16,000","Gia Dinh Joint Stock Commercial Bank","Viet Nam","www.giadinhbank.com.vn","Marc Luijten"
"2258104#1","Unqualified","ETABS, SAFE, SAP2000","2","59","26-Feb-20","10,000","Ứng dụng iOS miễn phí","Viet Nam","www.appngon.com","Marc Luijten"
"2068244#1","Unqualified","Tekla Structures","1","1,307","26-Feb-20","18,000","Công Ty Tnhh Thiết Bị Lạnh Khang Phát","Viet Nam","www.khangphat.vn","William Gerrits"
"487619#4","Unqualified","Tekla Structures","1","264","26-Feb-20","18,000","Dung Tien Construction Co., Ltd.","Viet Nam","www.dungtien.com","William Gerrits"
"500246#4","Unqualified","Concrete, Steel","1","176","26-Feb-20","12,353","INNO JSC","Viet Nam","innojsc.com","Chris Luijten"
"1955723#1","Unqualified","LabVIEW","1","96","26-Feb-20","5,000","CAST.inc","Viet Nam","www.cast.vc","Marc Luijten"
"1263148#2","Unqualified","ETABS, SAFE, SAP2000","1","87","26-Feb-20","10,000","中建海外发展越南有限公司-China State Construction Overseas Development (SH) VietNam Co., Ltd - CSCODV","Viet Nam","www.cscecos.com","Marc Luijten"
"1111327#1","Unqualified","ETABS, SAFE, SAP2000","1","67","26-Feb-20","6,000","Bachkhoa","Viet Nam","-","Marc Luijten"
"1196531#1","Unqualified","ETABS","1","52","26-Feb-20","10,000","Glenn McNeill","Viet Nam","www.kgv.com","Marc Luijten"
"719112#14","Unqualified","Maplesoft","14","70","25-Feb-20","24,000","Hust-","Viet Nam","www.hust.edu.vn","Marc Luijten"
"514622#1","Unqualified","ETABS, SAFE, SAP2000","6","1,293","25-Feb-20","10,000","Boydens","Viet Nam","-","Marc Luijten"
"709371#4","Unqualified","ETABS, SAP2000","6","168","25-Feb-20","10,000","LHT ENGINEERING JSC","Viet Nam","www.lht.com.vn","Marc Luijten"
"1049888#1","Unqualified","ETABS, SAFE, SAP2000","4","73","25-Feb-20","10,000","World Steel Construction JSC","Viet Nam","www.worldsteel.vn","Marc Luijten"
"932675#1","Unqualified","ETABS, SAFE","3","331","25-Feb-20","16,000","Công ty TNHH Thiết kế Xây dựng Song Phát","Viet Nam","www.xaynhasaigon.vn","Marc Luijten"
"1367499#1","Unqualified","ETABS, SAP2000","2","370","25-Feb-20","10,000","CTCP Viet Nam Dau Tu","Viet Nam","www.vietnamdautu.com","Marc Luijten"
"2001857#1","Unqualified","LabVIEW","2","76","25-Feb-20","10,000","Mesengineering","Viet Nam","www.mes-engineering.com.vn","Marc Luijten"
"2182796#1","Unqualified","ETABS, SAFE","1","66","25-Feb-20","16,000","Encoindustry","Viet Nam","www.encoindustry.com.vn","Marc Luijten"
"2297007#1","Unqualified","ETABS","1","26","25-Feb-20","0","Nhân Laptop - Bảo hành trọn đời","Viet Nam","www.baohanhtrondoi.com","Marc Luijten"
"1662975#1","Unqualified","ADS, Genesys","1","25","25-Feb-20","100,000","Sopen","Viet Nam","www.sopen.vn","Ric Chng"
"2254863#1","Unqualified","LabVIEW, Vision Development Module","1","23","25-Feb-20","5,000","Domain - Hosting Provider","Viet Nam","www.cfoc.vn","Marc Luijten"
"1944028#2","Unqualified","SAP2000","1","21","25-Feb-20","10,000","Michael Wolfe","Viet Nam","www.viecc-h.com","Marc Luijten"
"575766#5","Unqualified","LabVIEW, LabVIEW NXG, LabVIEW Real Time, NI Compare Tool, Vision Assistant, Vision Development Module","32","516","24-Feb-20","10,000","Unicas","Viet Nam","www.unicas.it","Marc Luijten"
"432215#2","Unqualified","LabVIEW, TestStand","10","291","24-Feb-20","10,000","广东每通测控科技股份有限公司","Viet Nam","www.mtworld.cn","Marc Luijten"
"222554#1","Unqualified","Tekla Structural Designer, Tekla Structures","6","91","24-Feb-20","0","Vietsov Petro","Viet Nam","www.vietsov.com.vn","William Gerrits"
"685113#1","Unqualified","ETABS, SAFE","3","128","24-Feb-20","10,000","Moc Kien Gia","Viet Nam","www.mockiengia.com","Marc Luijten"
"524317#2","Unqualified","ETABS, SAFE, SAP2000","3","107","24-Feb-20","0","Usgboral","Viet Nam","www.usgboral.com","Marc Luijten"
"1109952#2","Unqualified","ADS, Signal Studio, SystemVue, VSA","3","60","24-Feb-20","150,000","Vttek","Viet Nam","viettel.com.vn/vi","Ric Chng"
"2046488#2","Unqualified","ETABS, SAFE","1","352","24-Feb-20","0","194golden","Viet Nam","www.194golden.com.vn","Marc Luijten"
"984992#1","Unqualified","ETABS, SAFE, SAP2000","1","269","24-Feb-20","16,000","TBS Group Vietnam","Viet Nam","www.tbsgroup.vn","Marc Luijten"
"977533#1","Unqualified","ETABS, SAFE","1","77","24-Feb-20","6,000","H2tdecor","Viet Nam","www.h2tdecor.com","Marc Luijten"
"1301176#1","Unqualified","ETABS","1","77","24-Feb-20","10,000","Thamdinhdongho","Viet Nam","www.thamdinhdongho.vn","Marc Luijten"
"2259060#1","Unqualified","ETABS","1","9","24-Feb-20","0","Infinity Design Group","Viet Nam","www.infinitydesign.vn","Marc Luijten"
"696809#2","Unqualified","ETABS, SAFE, SAP2000","8","1,085","23-Feb-20","10,000","Nam Viet Motor Corp.","Viet Nam","www.namvietmotor.com.vn","Marc Luijten"
"753252#1","Unqualified","ETABS, SAFE","4","60","23-Feb-20","20,000","C.T Group Vietnam","Viet Nam","www.ctgroupvietnam.com","Marc Luijten"
"1621477#1","Unqualified","Tekla Structural Designer, Tekla Structures","2","18","23-Feb-20","18,000","Cong ty TNHH Cty CP Tu van Thiet ke va Xay dung Nam Trung","Viet Nam","www.namtrungcons.com","William Gerrits"
"1586215#1","Unqualified","LabVIEW","1","298","23-Feb-20","5,000","Oeic","Viet Nam","www.oeic.vn","Marc Luijten"
"1166614#1","Unqualified","ETABS","1","75","23-Feb-20","0","Cong ty TNHH Dich vu Ha tang Toan Cau","Viet Nam","www.gicservice.com","Marc Luijten"
"2006323#1","Unqualified","ETABS, SAP2000","1","62","23-Feb-20","0","Công Ty TNHH Tư Vấn Thiết Kế Và Xây Dựng Minh An - MADC","Viet Nam","-","Marc Luijten"
"1548869#2","Unqualified","ETABS, SAFE, SAP2000","1","52","23-Feb-20","10,000","Ivyvietnam","Viet Nam","www.ivyvietnam.vn","Marc Luijten"
"2182011#1","Unqualified","LabVIEW","1","28","23-Feb-20","5,000","St4ijsc","Viet Nam","www.st4ijsc.com","Marc Luijten"
"1195064#2","Unqualified","Tekla Structures","1","12","23-Feb-20","18,000","Hcgf","Viet Nam","www.hcgf.com.vn","William Gerrits"
"2058007#4","Unqualified","SketchUp Pro Unlicensed, TEST Builds","247","4,360","22-Feb-20","127,185","Spt","Viet Nam","www.spt.vn","Luis Diaz"
"447368#9","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","189","2,074","22-Feb-20","47,260","Demo","Viet Nam","www.demo.com","Luis Diaz"
"537539#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed, TEST Builds","103","3,369","22-Feb-20","41,005","Phuocthailand","Viet Nam","www.phuocthailand.vn","Luis Diaz"
"1796022#1","Unqualified","SketchUp Make, SketchUp Pro Licensed, SketchUp Pro Unlicensed, TEST Builds","99","3,691","22-Feb-20","41,700","Khmerdynamic","Viet Nam","www.khmerdynamic.com","Luis Diaz"
"443968#4","Unqualified","SketchUp Make, SketchUp Pro Licensed, SketchUp Pro Unlicensed","96","1,893","22-Feb-20","35,445","Jgsummit","Viet Nam","www.jgsummit.com","Luis Diaz"
"570707#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","80","4,243","22-Feb-20","40,310","ADP - architects","Viet Nam","www.adparch.com","Luis Diaz"
"887005#6","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","78","2,606","22-Feb-20","32,665","Aperia","Viet Nam","www.aperia.vn","Luis Diaz"
"911391#2","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","75","1,817","22-Feb-20","24,325","Superkid","Viet Nam","www.superkid.com","Luis Diaz"
"519279#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","71","2,469","22-Feb-20","18,765","Ricons Construction Investment JSC","Viet Nam","www.ricons.vn","Luis Diaz"
"514603#4","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","60","741","22-Feb-20","18,070","Artelia Vietnam Co., Ltd.","Viet Nam","www.arteliagroup.com/","Luis Diaz"
"1810905#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","53","2,209","22-Feb-20","21,545","Grand Art Furniture Vietnam Company Limited","Viet Nam","www.yellowpagesvn.com/listings/691965/grand-art-furniture-vietnam-company-limited.html","Luis Diaz"
"571572#1","Unqualified","SketchUp Pro Unlicensed","45","903","22-Feb-20","14,595","Dattechlocal","Viet Nam","www.dattechlocal.com.vn","Luis Diaz"
"287988#2","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","41","975","22-Feb-20","5,560","C.P Vietnam Corporation","Viet Nam","www.cp.com.vn","Luis Diaz"
"269008#6","Unqualified","SketchUp Pro Unlicensed","39","793","22-Feb-20","14,595","Cotec Construction JSC","Viet Nam","www.coteccons.vn","Luis Diaz"
"484454#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed, TEST Builds","37","3,460","22-Feb-20","11,815","Sunshine Group","Viet Nam","www.sunshinegroup.vn","Luis Diaz"
"423388#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed, TEST Builds","35","3,678","22-Feb-20","6,950","The bim factory","Viet Nam","www.the-bim-factory.com","Luis Diaz"
"1776740#1","Unqualified","SketchUp Pro Unlicensed","35","1,222","22-Feb-20","9,730","Fbmanager","Viet Nam","www.fb-manager.com","Luis Diaz"
"523268#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","31","1,420","22-Feb-20","6,950","Driveweshare","Viet Nam","www.driveweshare.com","Luis Diaz"
"519224#1","Unqualified","SketchUp Pro Unlicensed","31","1,366","22-Feb-20","6,950","Phucthinh","Viet Nam","www.phucthinh.com.vn","Luis Diaz"
"1774813#1","Unqualified","SketchUp Pro Unlicensed","30","2,469","22-Feb-20","7,645","Tapdoanbatdongsancattuong","Viet Nam","www.tapdoanbatdongsancattuong.vn","Luis Diaz"
"426609#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","30","1,977","22-Feb-20","6,255","CBC Civil & Building Construction","Viet Nam","www.cbcons.com.vn","Luis Diaz"
"453254#4","Unqualified","SketchUp Pro Unlicensed, TEST Builds","30","1,363","22-Feb-20","15,290","Cong ty Co phan Fresh House","Viet Nam","www.fresh-house.com","Luis Diaz"
"1084845#3","Unqualified","SketchUp Pro Unlicensed","30","1,144","22-Feb-20","16,680","Thietthach","Viet Nam","www.thietthach.com.vn","Luis Diaz"
"564156#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","29","2,767","22-Feb-20","12,510","NHA TUI decor","Viet Nam","www.nhatuidecor.com","Luis Diaz"
"515857#4","Unqualified","SketchUp Pro Unlicensed","29","888","22-Feb-20","13,205","Vietnam Investment Consulting And Construction Designing JSC.","Viet Nam","cdcjsc.vn/","Luis Diaz"
"496886#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","28","2,547","22-Feb-20","9,035","Ttas","Viet Nam","www.tt-as.vn","Luis Diaz"
"1015042#3","Unqualified","SketchUp Pro Unlicensed","28","965","22-Feb-20","12,510","Giaphatgroup","Viet Nam","www.giaphatgroup.vn","Luis Diaz"
"893085#1","Unqualified","SketchUp Pro Unlicensed","26","715","22-Feb-20","9,730","Vanhau","Viet Nam","www.vanhau.com.vn","Luis Diaz"
"520797#2","Unqualified","SketchUp Pro Unlicensed","25","1,628","22-Feb-20","7,645","Sagen Constructive Design Consultancy JSC","Viet Nam","www.sagen.com.vn","Luis Diaz"
"1106073#1","Unqualified","SketchUp Pro Unlicensed","25","1,467","22-Feb-20","12,510","Voz","Viet Nam","www.voz.wtf","Luis Diaz"
"557078#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","24","2,134","22-Feb-20","7,645","Lebaohan Corporation","Viet Nam","www.lebaohan.com","Luis Diaz"
"985733#5","Unqualified","SketchUp Make, SketchUp Pro Unlicensed, TEST Builds","23","375","22-Feb-20","7,645","Polyswarm","Viet Nam","www.poly-swarm.com","Luis Diaz"
"414751#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","22","3,873","22-Feb-20","10,425","Dpcorp","Viet Nam","www.dpcorp.vn","Luis Diaz"
"717372#2","Unqualified","SketchUp Pro Unlicensed","22","1,402","22-Feb-20","6,255","D&D Engineering Construction","Viet Nam","www.ddec.com.vn","Luis Diaz"
"994707#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","22","1,221","22-Feb-20","9,730","Finencoarch","Viet Nam","www.finencoarch.com.vn","Luis Diaz"
"515109#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","21","2,611","22-Feb-20","6,950","Khaviet","Viet Nam","www.khaviet.vn","Luis Diaz"
"722422#1","Unqualified","SketchUp Pro Unlicensed","21","1,243","22-Feb-20","7,645","Cubic Architects","Viet Nam","www.cubic.com.vn","Luis Diaz"
"931796#1","Unqualified","SketchUp Pro Unlicensed","21","813","22-Feb-20","5,560","Nesta","Viet Nam","www.nesta.vn","Luis Diaz"
"565001#1","Unqualified","SketchUp Pro Unlicensed","21","361","22-Feb-20","4,170","Thanh Nam Consulting and Construction JSC","Viet Nam","www.thanhnamcc.com","Luis Diaz"
"415959#2","Unqualified","SketchUp Pro Unlicensed","20","1,257","22-Feb-20","9,730","Cong ty Phat trien phan mem va giai phap tin hoc","Viet Nam","www.havietac.com","Luis Diaz"
"603900#1","Unqualified","SketchUp Pro Unlicensed","20","1,179","22-Feb-20","6,950","Tran Anh Group","Viet Nam","www.diaoctrananh.com.vn","Luis Diaz"
"491072#3","Unqualified","SketchUp Pro Unlicensed","20","979","22-Feb-20","9,730","Wonder","Viet Nam","www.wonder.vn","Luis Diaz"
"560903#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","20","974","22-Feb-20","5,560","Ba Na Hills","Viet Nam","www.banahills.com.vn","Luis Diaz"
