"Case Id","Case Status","Products","No. ofMachines","No. ofEvents","Last Event","OpportunityTotal","Organization Name","Country","Website","CaseManager"
"1658557#2","Unqualified","LabVIEW, SignalExpress, Vision Development Module","1","79","29-Nov-19","8,800","Hoangvinh","Viet Nam","www.hoangvinh.vn","Marc Luijten"
"1674359#1","Unqualified","SketchUp Pro Unlicensed","1","70","29-Nov-19","695","Vij","Viet Nam","www.vij.vn","Luis Diaz"
"1913334#1","Unqualified","SketchUp Pro Unlicensed","1","61","29-Nov-19","695","Cementys","Viet Nam","www.cementys.com","Luis Diaz"
"1006238#1","Unqualified","SketchUp Pro Unlicensed","1","51","29-Nov-19","695","Vatm","Viet Nam","www.vatm.vn","Luis Diaz"
"1996359#1","Unqualified","SketchUp Pro Unlicensed","1","26","29-Nov-19","695","Royalconstruction","Viet Nam","www.royalconstruction.com.vn","Luis Diaz"
"1168565#2","Unqualified","SketchUp Pro Unlicensed","1","17","29-Nov-19","695","Dongduongcorp.vn","Viet Nam","www.dongduongcorp.vn","Luis Diaz"
"1938579#1","Unqualified","SketchUp Pro Unlicensed","1","10","29-Nov-19","695","Công Ty TNHH Kỹ Thuật Thành Đạt Phát","Viet Nam","www.thanhdatphatsolar.com","Luis Diaz"
"887384#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","9","38","28-Nov-19","0","Bizmac","Viet Nam","www.bizmac.vn","Luis Diaz"
"1353925#1","Unqualified","LabVIEW","4","142","28-Nov-19","20,000","Cong ty co phan ket noi truyen thong Viet Nam","Viet Nam","www.hoangquoc.com","Marc Luijten"
"649180#1","Unqualified","SketchUp Pro Unlicensed","1","362","28-Nov-19","695","The Factory Contemporary Arts Centre","Viet Nam","www.factoryartscentre.com","Luis Diaz"
"995579#1","Unqualified","SketchUp Pro Unlicensed","1","145","28-Nov-19","695","Cong ty TNHH Thuong mai Dich vu Du Lich Safitour","Viet Nam","www.safitour.com","Luis Diaz"
"1928746#1","Unqualified","SketchUp Pro Unlicensed","1","45","28-Nov-19","695","Bất động sản OdiLand","Viet Nam","www.odiland.vn","Luis Diaz"
"1908820#1","Unqualified","SketchUp Pro Unlicensed","1","37","28-Nov-19","695","Công Ty Tnhh Năm Sao","Viet Nam","www.cankeonamsao.com","Luis Diaz"
"1295357#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","1","32","28-Nov-19","695","Sonhouse","Viet Nam","www.sonhouse.vn","Luis Diaz"
"1034299#1","Unqualified","SketchUp Pro Unlicensed","1","19","28-Nov-19","695","Tpiexim","Viet Nam","www.tpi-exim.com.vn","Luis Diaz"
"1935635#1","Unqualified","SketchUp Pro Unlicensed","1","18","28-Nov-19","695","Thienquoc","Viet Nam","-","Luis Diaz"
"2144765#1","Unqualified","SketchUp Pro Unlicensed","1","16","28-Nov-19","695","AK FOOD","Viet Nam","www.akfood.com.vn","Luis Diaz"
"1875229#1","Unqualified","SketchUp Pro Unlicensed","1","10","28-Nov-19","695","Cong Ty Co Phan Be Tong Ly Tam Thu Duc - Long An","Viet Nam","www.thuduclongan.com","Luis Diaz"
"930575#3","Unqualified","Maplesoft","1","3","28-Nov-19","2,400","Ufm","Viet Nam","www.ufm.edu.vn","Marc Luijten"
"1014465#1","Unqualified","SketchUp Pro Unlicensed","5","35","27-Nov-19","1,390","Ngocdiep","Viet Nam","-","Luis Diaz"
"651164#1","Unqualified","SketchUp Pro Unlicensed","4","139","27-Nov-19","695","Tập Đoàn Thiên Ân","Viet Nam","www.tagroup.vn","Luis Diaz"
"237015#2","Unqualified","Steel","3","317","27-Nov-19","13,002","White Steel Co., Ltd.","Viet Nam","www.theptrang.com.vn/","Chris Luijten"
"685113#2","Unqualified","SketchUp Pro Unlicensed","3","25","27-Nov-19","1,390","Moc Kien Gia","Viet Nam","www.mockiengia.com","Luis Diaz"
"776913#1","Unqualified","SketchUp Pro Unlicensed","2","97","27-Nov-19","695","Vietphoarc","Viet Nam","www.vietphoarc.com.vn","Luis Diaz"
"1192851#1","Unqualified","SketchUp Pro Unlicensed","2","93","27-Nov-19","695","G5aid","Viet Nam","www.g5aid.com","Luis Diaz"
"1127988#1","Unqualified","SketchUp Pro Unlicensed","1","81","27-Nov-19","695","Fecbook","Viet Nam","www.fecbook.com","Luis Diaz"
"1610342#1","Unqualified","SketchUp Pro Unlicensed","1","33","27-Nov-19","695","Vung Tau Real Estate","Viet Nam","www.vungtaurealestate.com","Luis Diaz"
"1360430#1","Unqualified","SketchUp Pro Unlicensed","1","18","27-Nov-19","0","Ong Truong The My","Viet Nam","www.donghungcons.com","Luis Diaz"
"1043880#1","Unqualified","SketchUp Pro Unlicensed","3","102","26-Nov-19","695","Oaworkshop","Viet Nam","www.oaworkshop.com","Luis Diaz"
"1417486#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","3","65","26-Nov-19","1,390","Công Ty SmartOSC","Viet Nam","www.smartosc.com","Luis Diaz"
"658253#2","Unqualified","ETABS","2","15","26-Nov-19","0","Công ty Cổ phần SCI E&C","Viet Nam","www.scigroup.vn","Marc Luijten"
"1073061#1","Unqualified","SketchUp Pro Unlicensed","1","192","26-Nov-19","695","Asia Decor","Viet Nam","www.asiadecor.vn","Luis Diaz"
"1081355#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","1","134","26-Nov-19","695","Tim chuyen bay","Viet Nam","www.timchuyenbay.com","Luis Diaz"
"1939706#1","Unqualified","SketchUp Pro Unlicensed","1","30","26-Nov-19","695","CTY TNHH KỸ THUẬT THƯƠNG MẠI THÁI KHƯƠNG","Viet Nam","www.thaikhuongpump.com","Luis Diaz"
"2026862#1","Unqualified","Tekla Structures","1","15","26-Nov-19","18,000","Dai Thien Loc Co.,Ltd","Viet Nam","www.daithienloc.com.vn","William Gerrits"
"2062944#1","Unqualified","SketchUp Pro Unlicensed","1","13","26-Nov-19","695","NDT Instruments Pte Ltd","Viet Nam","www.ndt-instruments.com","Luis Diaz"
"2020675#2","Unqualified","ETABS, SAP2000","1","12","26-Nov-19","0","Meinhardt (Vietnam)","Viet Nam","www.meinhardt.com.vn","Marc Luijten"
"1053914#1","Unqualified","SketchUp Pro Unlicensed","5","69","25-Nov-19","1,390","Hoabinhhbh","Viet Nam","-","Luis Diaz"
"985733#3","Unqualified","LabVIEW, Vision Development Module","4","32","25-Nov-19","8,800","Polyswarm","Viet Nam","www.poly-swarm.com","Marc Luijten"
"492200#1","Unqualified","SketchUp Pro Unlicensed","3","226","25-Nov-19","695","Vietinaviva","Viet Nam","www.vietinaviva.vn","Luis Diaz"
"1742749#1","Unqualified","SketchUp Pro Unlicensed","1","105","25-Nov-19","695","Vsource","Viet Nam","www.vsource.com","Luis Diaz"
"539048#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","1","84","25-Nov-19","695","Parklaneminigolf","Viet Nam","www.parklaneminigolf.com","Luis Diaz"
"1695854#1","Unqualified","SketchUp Pro Unlicensed","1","27","25-Nov-19","695","Vietnam-EVisa.org","Viet Nam","www.vietnam-evisa.org","Luis Diaz"
"1902997#1","Unqualified","LabVIEW","1","22","25-Nov-19","5,000","JVB Vietnam","Viet Nam","www.jvb-corp.com","Marc Luijten"
"2075381#1","Unqualified","SketchUp Pro Unlicensed","1","11","25-Nov-19","695","Tropicana Nha Trang","Viet Nam","www.tropicananhatrang.vn","Luis Diaz"
"1127506#1","Unqualified","SketchUp Pro Unlicensed","2","97","24-Nov-19","1,390","Công Ty TNHH Xây Dựng Tài Việt Tín","Viet Nam","www.tvt-cons.vn","Luis Diaz"
"1742543#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","1","42","24-Nov-19","695","Phân phối Sơn Westox","Viet Nam","www.westox.vn","Luis Diaz"
"1778706#1","Unqualified","SketchUp Pro Unlicensed","1","27","24-Nov-19","695","Air Express Worldwide Inc","Viet Nam","www.aewworldwide.com","Luis Diaz"
"932475#1","Unqualified","SketchUp Pro Unlicensed","1","26","24-Nov-19","695","cong ty JACON","Viet Nam","www.vinacrete.com","Luis Diaz"
"1314195#1","Unqualified","SketchUp Pro Unlicensed","3","85","23-Nov-19","1,390","Ficopanu","Viet Nam","www.fico-pan-u.com.vn","Luis Diaz"
"1121862#2","Unqualified","SketchUp Pro Unlicensed","2","67","23-Nov-19","695","Etaco","Viet Nam","www.etaco.com.vn","Luis Diaz"
"751719#3","Unqualified","SketchUp Pro Unlicensed","2","30","23-Nov-19","695","World Construction","Viet Nam","www.thegioixaydung.vn","Luis Diaz"
"1610472#1","Unqualified","SketchUp Pro Unlicensed","2","18","23-Nov-19","0","Adzpro","Viet Nam","www.adzpro.com.vn","Luis Diaz"
"1373712#1","Unqualified","SketchUp Pro Unlicensed","1","203","23-Nov-19","695","Đồng Hành Xanh","Viet Nam","www.donghanhxanh.com","Luis Diaz"
"1543826#1","Unqualified","SketchUp Pro Unlicensed","1","128","23-Nov-19","695","奇华惠州塑胶五金制品有限公司","Viet Nam","www.keiwah.cn","Luis Diaz"
"1499847#1","Unqualified","SketchUp Pro Unlicensed","1","59","23-Nov-19","695","Thitran","Viet Nam","www.thitran.vn","Luis Diaz"
"1548124#1","Unqualified","SketchUp Pro Unlicensed","1","25","23-Nov-19","695","Writtingsimon","Viet Nam","www.writtingsimon.com","Luis Diaz"
"500040#2","Unqualified","SketchUp Pro Unlicensed","1","21","23-Nov-19","695","Seogwoo Construction Co., Ltd","Viet Nam","www.seogwoo.com","Luis Diaz"
"2037770#1","Unqualified","SketchUp Pro Unlicensed","1","16","23-Nov-19","695","FFA Engineering Co., Ltd.","Viet Nam","www.ffa-eng.com","Luis Diaz"
"2048733#1","Unqualified","SketchUp Pro Unlicensed","1","16","23-Nov-19","695","Công ty Cổ phần Kỹ Nghệ Xanh Việt Nam","Viet Nam","www.kynghexanh.com","Luis Diaz"
"1927124#1","Unqualified","SketchUp Pro Unlicensed","1","15","23-Nov-19","695","Hkenc","Viet Nam","www.hkenc.vn","Luis Diaz"
"454051#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","3","199","22-Nov-19","695","Vdc2","Viet Nam","www.anduc.com","Luis Diaz"
"1359736#1","Unqualified","SketchUp Pro Unlicensed","2","45","22-Nov-19","695","Kpv","Viet Nam","-","Luis Diaz"
"947896#1","Unqualified","SAP2000","2","18","22-Nov-19","0","Cie","Viet Nam","www.cie.com.vn","Marc Luijten"
"1776798#1","Unqualified","SketchUp Pro Unlicensed","2","17","22-Nov-19","695","Iphone4","Viet Nam","www.iphone4.com","Luis Diaz"
"2123272#1","Unqualified","LabVIEW, Vision Development Module","1","137","22-Nov-19","8,800","Honda Ôtô Sài Gòn Quận 2","Viet Nam","www.hondaotophattien.com.vn","Marc Luijten"
"1840565#1","Unqualified","SketchUp Pro Unlicensed","1","89","22-Nov-19","695","Công ty CP Gold Pharma","Viet Nam","www.goldpharma.vn","Luis Diaz"
"1986535#1","Unqualified","SketchUp Pro Unlicensed","1","46","22-Nov-19","695","Masage - Karaoke Hoàng Yến","Viet Nam","www.hanam.com.vn","Luis Diaz"
"1577977#1","Unqualified","SketchUp Pro Unlicensed","1","43","22-Nov-19","0","Phokien","Viet Nam","www.phokien.com","Luis Diaz"
"1094152#1","Unqualified","SketchUp Pro Unlicensed","1","32","22-Nov-19","695","Gems","Viet Nam","www.gems.vn","Luis Diaz"
"247946#2","Unqualified","SketchUp Pro Unlicensed","1","24","22-Nov-19","695","Bowkergarment","Viet Nam","www.bowkergarment.com.vn","Luis Diaz"
"2022221#1","Unqualified","SketchUp Pro Unlicensed","1","13","22-Nov-19","695","Lendalat","Viet Nam","www.lendalat.com","Luis Diaz"
"2139419#1","Unqualified","SAP2000","1","5","22-Nov-19","0","Công ty CP Công nghệ mới ECO","Viet Nam","www.ecolock.vn","Marc Luijten"
"735260#1","Unqualified","SketchUp Pro Unlicensed","6","183","21-Nov-19","695","Vankhanhco","Viet Nam","www.vankhanhco.vn","Luis Diaz"
"1003888#1","Unqualified","SketchUp Pro Unlicensed","2","138","21-Nov-19","695","Minhtriviet","Viet Nam","www.minhtriviet.com","Luis Diaz"
"776636#1","Unqualified","SketchUp Pro Unlicensed","2","134","21-Nov-19","695","Trunghuy","Viet Nam","www.trunghuy.vn","Luis Diaz"
"1162689#1","Unqualified","SketchUp Pro Unlicensed","2","77","21-Nov-19","695","Janco","Viet Nam","www.janco.com.vn","Luis Diaz"
"542958#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","2","51","21-Nov-19","695","Công ty TNHH Minh Nguyễn Design","Viet Nam","www.minhnguyendesign.vn","Luis Diaz"
"1949862#1","Unqualified","SketchUp Pro Unlicensed","2","32","21-Nov-19","1,390","Teccons","Viet Nam","www.teccons.vn","Luis Diaz"
"1138024#2","Unqualified","SketchUp Pro Unlicensed","2","30","21-Nov-19","695","Kim Long Nam Group","Viet Nam","www.kimlongnam.com.vn","Luis Diaz"
"436185#3","Unqualified","SketchUp Pro Unlicensed","2","21","21-Nov-19","695","Huu Toan","Viet Nam","www.huutoan.com","Luis Diaz"
"1178315#1","Unqualified","SketchUp Pro Unlicensed","2","21","21-Nov-19","695","Vjec","Viet Nam","www.vjec.vn","Luis Diaz"
"711611#1","Unqualified","SketchUp Pro Unlicensed","1","214","21-Nov-19","695","Vietgiacons","Viet Nam","www.vietgiacons.com","Luis Diaz"
"1185284#1","Unqualified","ETABS","1","76","21-Nov-19","10,000","CTY TNHH TƯ VẤN TIẾP THỊ VÀ DV BĐS VỪA TẦM TAY","Viet Nam","www.vuatamtay.com","Marc Luijten"
"1601457#1","Unqualified","SAP2000","1","24","21-Nov-19","10,000","Sz13l7k9ic5v9wsg","Viet Nam","www.sz13l7k9ic5v9wsg.tk","Marc Luijten"
"1960101#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","1","24","21-Nov-19","695","Kwcambodia","Viet Nam","www.kwcambodia.com","Luis Diaz"
"1611979#1","Unqualified","SketchUp Pro Unlicensed","1","24","21-Nov-19","695","Aawindows","Viet Nam","www.aawindows.com.vn","Luis Diaz"
"1971840#1","Unqualified","SketchUp Pro Unlicensed","1","22","21-Nov-19","695","Saigon Warriors","Viet Nam","www.saigonwarriors.com","Luis Diaz"
"1295808#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","5","95","20-Nov-19","1,390","HACOM Holdings Investment Jsc.","Viet Nam","www.hacomholdings.vn","Luis Diaz"
"961484#1","Unqualified","SketchUp Pro Unlicensed","5","55","20-Nov-19","2,085","Solidarch","Viet Nam","www.solidarch.vn","Luis Diaz"
"605353#1","Unqualified","SketchUp Pro Unlicensed","4","124","20-Nov-19","695","Datgia","Viet Nam","www.datgia.com.vn","Luis Diaz"
"548763#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","2","66","20-Nov-19","695","cfdesign","Viet Nam","www.cf-design.vn","Luis Diaz"
"2058007#9","Unqualified","Patran","2","53","20-Nov-19","120,000","Spt","Viet Nam","www.spt.vn","Daniel Heckman"
"1357858#1","Unqualified","SketchUp Pro Unlicensed","2","31","20-Nov-19","1,390","Cong Ty Dich Vu Vien Thong","Viet Nam","-","Luis Diaz"
"1627022#1","Unqualified","SketchUp Pro Unlicensed","2","23","20-Nov-19","695","Amtechvn","Viet Nam","www.amtech-vn.com","Luis Diaz"
"1856287#1","Unqualified","SketchUp Pro Unlicensed","2","22","20-Nov-19","1,390","3DSUP","Viet Nam","www.3dsup.com","Luis Diaz"
"1948180#1","Unqualified","SketchUp Pro Unlicensed","1","24","20-Nov-19","695","Công ty focus marketing","Viet Nam","www.focusmarketing.vn","Luis Diaz"
"1871814#1","Unqualified","SketchUp Pro Unlicensed","4","44","19-Nov-19","1,390","Bao An Automation","Viet Nam","www.baoanjsc.com.vn","Luis Diaz"
"572345#1","Unqualified","SketchUp Pro Unlicensed","2","106","19-Nov-19","695","Noithatphuan","Viet Nam","www.noithatphuan.com.vn","Luis Diaz"
"1940725#1","Unqualified","SketchUp Pro Unlicensed","2","49","19-Nov-19","1,390","S1cons","Viet Nam","www.s1cons.vn","Luis Diaz"
"928551#1","Unqualified","SketchUp Pro Unlicensed","2","33","19-Nov-19","695","Tân Cổ Điển.com","Viet Nam","www.tancodien.vn","Luis Diaz"
"1840244#1","Unqualified","SketchUp Pro Unlicensed","2","21","19-Nov-19","1,390","Newtour Viagens e Turismo","Viet Nam","www.newtour.vn","Luis Diaz"
"1416408#2","Unqualified","FormingSuite","1","132","19-Nov-19","162,000","Công ty Cổ Phần Technokom","Viet Nam","www.technokom.com.vn","Chris Luijten"
"924825#1","Unqualified","SketchUp Pro Unlicensed","1","97","19-Nov-19","695","Bed4z","Viet Nam","www.bed4z.com","Luis Diaz"
"1826501#1","Unqualified","SketchUp Pro Unlicensed","1","60","19-Nov-19","695","Mcnv","Viet Nam","www.mcnv.vn","Luis Diaz"
"1361669#1","Unqualified","SketchUp Pro Unlicensed","1","37","19-Nov-19","695","Diachiso","Viet Nam","www.diachiso.vn","Luis Diaz"
"1313603#1","Unqualified","SketchUp Pro Unlicensed","1","34","19-Nov-19","695","Integrity","Viet Nam","www.integrity.vn","Luis Diaz"
"2070082#1","Unqualified","ADS","1","31","19-Nov-19","50,000","Tcom","Viet Nam","www.tcom.vn","Ric Chng"
"1658233#1","Unqualified","SketchUp Pro Unlicensed","1","22","19-Nov-19","695","Lol","Viet Nam","www.lol.nv","Luis Diaz"
"1713891#1","Unqualified","SketchUp Pro Unlicensed","1","16","19-Nov-19","695","Kimi.vn","Viet Nam","www.kimi.vn","Luis Diaz"
"2058007#11","Unqualified","ADS","1","11","19-Nov-19","50,000","Spt","Viet Nam","www.spt.vn","Ric Chng"
"356715#2","Unqualified","SAP2000","1","5","19-Nov-19","0","Aardwolf","Viet Nam","www.aardwolf.com.vn","Marc Luijten"
"1015288#2","Unqualified","SketchUp Pro Unlicensed","4","42","18-Nov-19","0","Universal Steel Buildings","Viet Nam","www.uni-steelbuildings.com","Luis Diaz"
"763351#1","Unqualified","SketchUp Pro Unlicensed","3","78","18-Nov-19","1,390","Fujitahn","Viet Nam","www.fujitahn.vn","Luis Diaz"
"571516#1","Unqualified","SketchUp Pro Unlicensed","2","932","18-Nov-19","1,390","Yahô0","Viet Nam","www.yahô0.com.vn","Luis Diaz"
"1033164#1","Unqualified","SketchUp Pro Unlicensed","2","48","18-Nov-19","695","Callcenter","Viet Nam","www.callcenter.vn","Luis Diaz"
"1159041#1","Unqualified","SketchUp Pro Unlicensed","1","33","18-Nov-19","695","L Concepts","Viet Nam","www.l-concepts.com","Luis Diaz"
"2129457#1","Unqualified","SketchUp Pro Unlicensed","1","10","18-Nov-19","695","Localgroup","Viet Nam","www.localgroup.vn","Luis Diaz"
"1005716#1","Unqualified","SketchUp Pro Unlicensed","4","95","17-Nov-19","695","Onaclover","Viet Nam","www.onaclover.com","Luis Diaz"
"685182#2","Unqualified","SketchUp Pro Unlicensed","3","121","17-Nov-19","0","Nam Thuan Phat Technology JSC","Viet Nam","namthuanphat.com","Luis Diaz"
"1644627#1","Unqualified","SketchUp Pro Unlicensed","3","31","17-Nov-19","0","Homitech","Viet Nam","www.homitech.vn","Luis Diaz"
"1552268#1","Unqualified","ETABS, SAFE","5","140","16-Nov-19","0","Hcos","Viet Nam","www.hcos.vn","Marc Luijten"
"303036#3","Unqualified","ETABS, SAFE, SAP2000","3","79","16-Nov-19","10,000","Giaxaydung","Viet Nam","www.giaxaydung.com","Marc Luijten"
"551601#1","Unqualified","SketchUp Pro Unlicensed","2","608","16-Nov-19","695","longphungphat","Viet Nam","www.longphungphat.com","Luis Diaz"
"1762644#1","Unqualified","SketchUp Pro Unlicensed","2","95","16-Nov-19","1,390","Appota Office","Viet Nam","www.appota.com","Luis Diaz"
"1636320#2","Unqualified","SketchUp Pro Unlicensed","2","19","16-Nov-19","1,390","Northstar.,JSC","Viet Nam","www.northstar.com.vn","Luis Diaz"
"1530497#1","Unqualified","SketchUp Pro Unlicensed","1","70","16-Nov-19","695","Watabevietnam","Viet Nam","www.watabe-vietnam.com.vn","Luis Diaz"
"1577404#1","Unqualified","SketchUp Pro Unlicensed","1","27","16-Nov-19","0","Vietiso Company","Viet Nam","www.vietiso.com","Luis Diaz"
"1985958#1","Unqualified","SketchUp Pro Unlicensed","1","12","16-Nov-19","695","Archiindex.com","Viet Nam","www.archiindex.com","Luis Diaz"
"655463#1","Unqualified","SketchUp Pro Unlicensed","4","672","15-Nov-19","1,390","Tamsinhnghia","Viet Nam","www.tamsinhnghia.vn","Luis Diaz"
"1393834#2","Unqualified","SketchUp Pro Unlicensed","2","10","15-Nov-19","695","SV Technologies JSC","Viet Nam","www.svtech.com.vn","Luis Diaz"
"966464#1","Unqualified","SketchUp Pro Unlicensed","1","68","15-Nov-19","695","Máy Lạnh Sumikura - 4 Mùa Như Ý","Viet Nam","www.sumi.com.vn","Luis Diaz"
"1826878#1","Unqualified","SketchUp Pro Unlicensed","1","57","15-Nov-19","695","Huệ Lê","Viet Nam","www.iaidesign.vn","Luis Diaz"
"1698012#1","Unqualified","SketchUp Pro Unlicensed","1","37","15-Nov-19","695","Khu bảo tồn Làng nhà sàn Dân tộc Sinh thái Thái Hải","Viet Nam","www.thaihai.vn","Luis Diaz"
"604575#1","Unqualified","SketchUp Pro Unlicensed","1","29","15-Nov-19","695","Fibervnn","Viet Nam","www.fiber-vnn.net","Luis Diaz"
"1544793#1","Unqualified","SketchUp Pro Unlicensed","1","29","15-Nov-19","695","Nst","Viet Nam","www.nst.vn","Luis Diaz"
"1915029#1","Unqualified","SketchUp Pro Unlicensed","1","22","15-Nov-19","695","Noithathatay","Viet Nam","www.noithathatay.vn","Luis Diaz"
"1906901#1","Unqualified","SketchUp Pro Unlicensed","1","17","15-Nov-19","695","Cong Ty Co Phan Dau Tu Thanh Thanh Cong","Viet Nam","www.thanhthanhcong.com","Luis Diaz"
"2010241#1","Unqualified","SketchUp Pro Unlicensed","1","16","15-Nov-19","695","Goldenratio","Viet Nam","www.goldenratio.vn","Luis Diaz"
"564745#1","Unqualified","SketchUp Pro Unlicensed","7","135","14-Nov-19","695","Cengroup","Viet Nam","www.cengroup.vn","Luis Diaz"
"522644#2","Unqualified","SketchUp Pro Unlicensed","4","322","14-Nov-19","695","A.E.C","Viet Nam","www.aec.vn","Luis Diaz"
"1448694#1","Unqualified","SketchUp Pro Unlicensed","4","186","14-Nov-19","2,085","MCM Corporation","Viet Nam","www.mcm.com.vn","Luis Diaz"
"1446025#1","Unqualified","SketchUp Pro Unlicensed","2","27","14-Nov-19","695","Toandat","Viet Nam","www.toandat.vn","Luis Diaz"
"1090469#1","Unqualified","SketchUp Pro Unlicensed","2","22","14-Nov-19","695","Future Sheraton Hotel - Ha Long Bay","Viet Nam","www.timesgarden.com.vn","Luis Diaz"
"1254322#1","Unqualified","SketchUp Pro Unlicensed","1","43","14-Nov-19","695","Trading Joint Stock Company Vietnam OSM","Viet Nam","www.osm.com.vn","Luis Diaz"
"1110723#3","Unqualified","ADS","1","23","14-Nov-19","50,000","Công ty TNHH Đầu Tư Thương Mại Dịch Vụ Vạn Phát 247","Viet Nam","www.vanphat247.vn","Ric Chng"
"1530579#1","Unqualified","SketchUp Pro Unlicensed","1","19","14-Nov-19","0","Giải Pháp Camera Giám Sát TND VINA","Viet Nam","www.tndvina.com","Luis Diaz"
"740514#1","Unqualified","SketchUp Pro Unlicensed","12","173","13-Nov-19","1,390","Sungroup","Viet Nam","-","Luis Diaz"
"717344#1","Unqualified","ETABS, SAFE, SAP2000","3","133","13-Nov-19","0","Apave VN & SEA","Viet Nam","www.apave.com.vn","Marc Luijten"
"713238#2","Unqualified","SketchUp Pro Unlicensed","3","52","13-Nov-19","695","Pertrovietnam Fertilizer and Chemicals Corporation (PVFCCo.)","Viet Nam","www.dpm.vn","Luis Diaz"
"1077866#1","Unqualified","SketchUp Pro Unlicensed","2","243","13-Nov-19","695","Phan Law Vietnam","Viet Nam","www.phan.vn","Luis Diaz"
"1110198#2","Unqualified","SketchUp Pro Unlicensed","2","68","13-Nov-19","1,390","YouSport Hoang Van Thu","Viet Nam","www.yousport.vn","Luis Diaz"
"1828308#1","Unqualified","SketchUp Pro Unlicensed","2","36","13-Nov-19","695","Cong Ty Co Phan San Xuat Global Container","Viet Nam","www.globalcontainervn.com","Luis Diaz"
"1564153#1","Unqualified","SketchUp Pro Unlicensed","2","31","13-Nov-19","695","Bảo Trì 24H","Viet Nam","www.baotri24h.vn","Luis Diaz"
"965359#1","Unqualified","SketchUp Pro Unlicensed","1","182","13-Nov-19","695","Unisoncstruction","Viet Nam","www.unisoncstruction.vn","Luis Diaz"
"952943#1","Unqualified","SketchUp Pro Unlicensed","1","175","13-Nov-19","695","HCM Museum Construction Company","Viet Nam","www.hcmcc.com.vn","Luis Diaz"
"1416876#1","Unqualified","SketchUp Pro Unlicensed","1","59","13-Nov-19","695","Pci","Viet Nam","www.pci.com.vn","Luis Diaz"
"1874587#1","Unqualified","SketchUp Pro Unlicensed","1","29","13-Nov-19","695","Phụ Kiện Nhà Bếp - FudecoKitchen.com","Viet Nam","www.fudecokitchen.com","Luis Diaz"
"1972486#1","Unqualified","SketchUp Pro Unlicensed","1","17","13-Nov-19","695","Gum","Viet Nam","www.gum.vn","Luis Diaz"
"2156221#1","Unqualified","ADS","1","14","13-Nov-19","50,000","Bma","Viet Nam","www.bma.vn","Ric Chng"
"1927833#1","Unqualified","SketchUp Pro Unlicensed","1","10","13-Nov-19","695","Công ty Đức Hiếu","Viet Nam","www.duchieuco.vn","Luis Diaz"
"1676055#1","Unqualified","SketchUp Pro Unlicensed","2","97","12-Nov-19","1,390","Công ty 3D BLOCK: Thiết Kế Kiến Trúc - Trang Trí Nội Thất","Viet Nam","www.3dblock.vn","Luis Diaz"
"1876946#1","Unqualified","ETABS, SAP2000","2","37","12-Nov-19","0","APAX Holdings Joint Stock Company","Viet Nam","www.apaxholdings.com.vn","Marc Luijten"
"547949#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","1","53","12-Nov-19","695","aurioppg","Viet Nam","www.aurioppg.com","Luis Diaz"
"1839218#1","Unqualified","SketchUp Pro Unlicensed","1","50","12-Nov-19","695","Cong Ty TNHH Dai Phong","Viet Nam","www.daiphong.com","Luis Diaz"
"1401302#1","Unqualified","SketchUp Pro Unlicensed","1","35","12-Nov-19","0","Cong Ty Co Phan Tu Van Dau Tu Phu Hung","Viet Nam","www.phuhungcorp.com","Luis Diaz"
"2022216#1","Unqualified","SketchUp Pro Unlicensed","1","30","12-Nov-19","695","Phuoc Hung","Viet Nam","www.phuochungdecor.vn","Luis Diaz"
"1499758#1","Unqualified","SketchUp Pro Unlicensed","1","21","12-Nov-19","695","Gmhangcho123ail","Viet Nam","www.gmhangcho123ail.com","Luis Diaz"
"1745415#1","Unqualified","SketchUp Pro Unlicensed","1","16","12-Nov-19","695","Hanisbeauty","Viet Nam","www.hanisbeauty.vn","Luis Diaz"
"1972475#1","Unqualified","SketchUp Pro Unlicensed","1","14","12-Nov-19","695","Co., Ltd Production Commercial Song Niu","Viet Nam","www.songnguu.com","Luis Diaz"
"2023565#1","Unqualified","SketchUp Pro Unlicensed","1","10","12-Nov-19","695","Bachdon","Viet Nam","www.bachdon.com","Luis Diaz"
"359180#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","5","32","11-Nov-19","0","iknow.com.vn","Viet Nam","www.iknow.com.vn","Luis Diaz"
"1149083#7","Unqualified","LabVIEW, Vision Development Module","4","93","11-Nov-19","13,800","Thaco","Viet Nam","www.thaco.com.vn","Marc Luijten"
